ID	type	longitude	latitude
C231	c	10.42304	-5.430784
C232	c	1.751072	-9.542848
C233	c	12.750112	-7.769888
C234	c	5.871616	-4.744512
C235	c	3.404256	-9.610656
C236	c	15.24096	-6.456448
C237	c	5.00912	-6.297664
C238	c	9.616832	-9.334304
C239	c	9.109536	-5.176064
C240	c	0.616224	-5.386496
C241	c	-0.111648	-2.853088
C242	c	4.54832	-8.092032
C243	c	12.521312	-3.460384
C244	c	7.110752	-10.66352
C245	c	0.85376	-11.70288
C246	c	9.052672	-1.297632
C247	c	4.285856	-0.849056
C248	c	7.80592	-7.640224
C249	c	0.77312	-2.137632
C250	c	6.080992	-7.986688
C251	c	13.596864	1.74096
C252	c	10.269088	-5.468992
C253	c	9.491424	-2.399584
C254	c	-0.159008	-4.835296
C255	c	4.698304	-5.019488
C256	c	12.041504	-1.5696
C257	c	8.220512	-2.860384
C258	c	12.014112	-3.44656
C259	c	13.317024	-0.113792
C260	c	10.198688	-7.254048
C261	c	0.8448	-2.072064
C262	c	11.285152	-2.766912
C263	c	9.194976	-2.689344
C264	c	14.6352	-4.166432
C265	c	12.934464	-3.717024
C266	c	4.342112	-3.166912
C267	c	2.4752	-7.013184
C268	c	3.581792	-2.097344
C269	c	7.893152	-5.88608
C270	c	3.720288	2.244
C271	c	8.565504	0.612192
C272	c	6.718304	-6.091584
C273	c	9.100384	-6.10448
C274	c	6.533888	-8.928192
C275	c	2.149216	-4.052064
C276	c	16.7144	-5.458272
C277	c	0.530272	-0.538272
C278	c	6.705568	-5.457472
C279	c	10.827232	-5.660672
C280	c	4.766528	0.347712
C281	c	11.948768	-8.734592
C282	c	2.267808	-4.85088
C283	c	12.759712	0.573856
C284	c	2.898432	-9.73632
C285	c	11.697952	-6.67312
C286	c	-0.48368	-0.168544
C287	c	1.114144	-7.678336
C288	c	3.790272	-6.280928
C289	c	-1.477792	-10.726144
C290	c	0.845728	-2.097696
C291	c	12.857248	-9.994208
C292	c	10.604224	-10.726784
C293	c	-1.773504	-10.839648
C294	c	-2.132864	-10.36416
C295	c	3.708064	0.61984
C296	c	-1.888256	-3.693504
C297	c	3.370112	1.621568
C298	c	11.734688	-2.540096
C299	c	7.556224	-4.189184
C300	c	3.664288	-0.9416
C301	c	5.828928	-2.015904
C302	c	13.413184	-1.07312
C303	c	13.3384	-4.319456
C304	c	6.749536	-6.467584
C305	c	14.335264	1.120096
C306	c	0.047616	-2.707424
C307	c	-0.698656	-7.151776
C308	c	14.344352	-4.570784
C309	c	6.134944	-11.4856
C310	c	2.157376	0.514208
C311	c	-1.23664	-1.339808
C312	c	-1.815552	-3.834816
C313	c	7.155008	-4.53776
C314	c	3.894496	0.714624
C315	c	0.536672	-0.758272
C316	c	11.001472	-8.872864
C317	c	6.890176	-4.25712
C318	c	10.750752	-7.346816
C319	c	1.601856	-8.60656
C320	c	4.989472	-6.086336
C321	c	12.012128	-1.501056
C322	c	5.698176	-11.8368
C323	c	12.381952	0.839168
C324	c	4.200384	0.644768
C325	c	16.175936	-4.16016
C326	c	5.587424	1.036032
C327	c	-0.445248	-0.13312
C328	c	5.919488	-4.064768
C329	c	12.377344	-9.594112
C330	c	8.8984	-9.757632
C331	c	9.67024	-6.000864
C332	c	6.806176	-7.38736
C333	c	7.024448	-3.335904
C334	c	1.6224	-9.80592
C335	c	3.67296	-6.226368
C336	c	3.403968	-1.093984
C337	c	9.79568	-5.929024
C338	c	2.061472	0.131808
C339	c	13.675936	1.19536
C340	c	9.892	0.755616
C341	c	4.913408	-1.47008
C342	c	3.96416	0.705856
C343	c	0.15568	-2.74048
C344	c	6.585344	-5.25792
C345	c	4.746048	-6.676896
C346	c	4.378624	-3.603424
C347	c	0.653376	-1.374624
C348	c	12.411488	-5.91696
C349	c	13.502816	-1.042528
C350	c	16.66816	-4.60416
C351	c	9.557088	-1.092192
C352	c	-0.671776	-8.915424
C353	c	3.301696	-4.698016
C354	c	3.376128	1.416128
C355	c	14.284992	-9.054016
C356	c	11.141856	-9.498176
C357	c	1.255808	2.175168
C358	c	-1.920768	-10.245952
C359	c	3.738304	-2.372576
C360	c	3.621248	-2.131712
C361	c	4.294688	-4.07856
C362	c	8.159552	-7.12672
C363	c	11.28496	-2.07856
C364	c	10.321984	-1.638944
C365	c	9.216704	-9.035456
C366	c	3.968896	-7.380768
C367	c	3.21632	-6.5976
C368	c	13.755968	-8.051776
C369	c	13.78192	-6.56976
C370	c	13.050496	-1.202432
C371	c	2.964608	-6.9336
C372	c	11.44304	-3.338304
C373	c	11.363072	-5.66176
C374	c	4.72784	-2.679456
C375	c	7.83136	0.036256
C376	c	0.233728	-7.613696
C377	c	4.548864	-10.058144
C378	c	13.439296	-10.211776
C379	c	6.2608	-5.302624
C380	c	6.500224	-4.735296
C381	c	1.35872	1.490304
C382	c	3.027808	-5.612192
C383	c	13.415232	-2.584672
C384	c	5.592288	-1.053248
C385	c	8.985216	-4.520512
C386	c	8.183936	-6.088736
C387	c	7.388864	-2.814336
C388	c	4.991648	-7.023392
C389	c	8.9136	-4.928192
C390	c	8.557952	-2.920576
C391	c	6.796384	-3.861824
C392	c	14.52368	-1.482208
C393	c	4.847072	-8.621984
C394	c	9.138912	-4.372032
C395	c	12.064864	-6.944064
C396	c	0.726944	-8.088288
C397	c	7.065856	-5.992864
C398	c	-1.43984	-1.102624
C399	c	6.981056	-5.70768
C400	c	13.66512	-1.622048
C401	c	11.739936	-3.96752
C402	c	8.749888	-8.967968
C403	c	5.555584	-0.879456
C404	c	2.778912	-4.683904
C405	c	8.263168	0.952768
C406	c	1.973152	-6.368288
C407	c	1.15776	-9.224256
C408	c	14.78752	-6.036224
C409	c	3.627296	-7.71632
C410	c	7.653632	-4.15072
C411	c	12.629184	1.794368
C412	c	-0.524608	-10.68864
C413	c	4.433504	-5.377504
C414	c	8.155456	-4.57664
C415	c	3.642624	-6.590624
C416	c	9.994848	-2.539776
C417	c	6.449184	-3.933696
C418	c	11.537888	-9.543712
C419	c	3.50912	-4.06432
C420	c	4.12016	-11.308192
C421	c	2.274976	-7.931488
C422	c	11.50544	-2.292192
C423	c	0.460992	-5.327232
C424	c	6.29728	-11.683968
C425	c	15.074592	-5.20448
C426	c	12.472224	-7.292224
C427	c	8.359008	-10.343488
C428	c	1.455232	-11.037632
C429	c	15.212224	-7.72448
C430	c	8.01264	-4.593664
C431	c	14.546272	-8.608384
C432	c	11.359232	-5.654944
C433	c	7.100256	-10.109312
C434	c	8.868352	-0.65488
C435	c	15.633888	-4.758976
C436	c	-0.35664	-9.60448
C437	c	1.24752	-11.682144
C438	c	11.120512	1.424384
C439	c	16.884992	-5.248
C440	c	5.804832	-11.54736
C441	c	4.924512	-0.426464
C442	c	12.502464	-4.944608
C443	c	10.682688	-0.649792
C444	c	1.760672	-9.647488
C445	c	1.736576	0.486496
C446	c	0.957344	-6.949536
C447	c	6.485664	-7.01216
C448	c	7.0656	-5.791872
C449	c	15.641888	-3.810144
C450	c	1.07632	-1.413888
C451	c	0.58592	-2.658048
C452	c	12.053088	-8.491104
C453	c	4.472896	-3.22432
C454	c	0.653504	-9.382464
C455	c	0.422784	-1.421824
C456	c	8.17456	-6.67184
C457	c	1.79504	-5.347168
C458	c	1.11024	1.909472
C459	c	6.260192	0.202944
C460	c	15.430912	-8.352736
C461	c	5.451552	-9.021664
C462	c	-0.522496	-0.870688
C463	c	5.342592	-11.846496
C464	c	1.542944	-1.450304
C465	c	8.318432	-2.22256
C466	c	13.410624	-6.951072
C467	c	0.061664	1.299008
C468	c	6.678464	-7.068608
C469	c	3.013504	-0.745536
C470	c	-1.649536	-11.048384
C471	c	8.13536	-3.078272
C472	c	1.01648	-5.695232
C473	c	3.24	-3.551296
C474	c	11.661824	-8.986432
C475	c	2.83056	-1.20352
C476	c	14.385952	-6.109568
C477	c	3.074624	-12.216832
C478	c	-0.078304	-10.22736
C479	c	2.914656	-6.4616
C480	c	0.029792	-10.931424
C481	c	3.612192	-4.536224
C482	c	1.6776	-7.408832
C483	c	10.577472	-8.169856
C484	c	1.143264	-0.348192
C485	c	14.00736	-4.37264
C486	c	-0.22912	-8.647712
C487	c	12.346144	1.231456
C488	c	5.547072	0.277568
C489	c	0.491424	-7.942112
C490	c	6.928384	-7.614176
C491	c	7.713952	-1.614016
C492	c	0.341184	-11.529152
C493	c	0.085824	-0.990336
C494	c	14.810208	-3.386016
C495	c	14.071936	1.839456
C496	c	13.369216	-1.960448
C497	c	14.99184	-1.562528
C498	c	1.34544	-10.454464
C499	c	10.29312	-7.0312
C500	c	8.559392	0.056192
C501	c	7.223008	-4.472032
C502	c	12.916256	-9.031104
C503	c	8.0576	-4.78544
C504	c	7.627648	-4.509536
C505	c	11.435104	-1.788096
C506	c	3.318272	-7.639104
C507	c	-1.02416	-9.541568
C508	c	4.956032	-3.09088
C509	c	0.68784	0.164864
C510	c	10.981184	0.750784
C511	c	10.462112	-5.776032
C512	c	2.539232	2.524864
C513	c	-0.13296	-11.744512
C514	c	12.589152	-3.987104
C515	c	6.75968	-0.735136
C516	c	14.806208	-0.850336
C517	c	17.291616	-5.826592
C518	c	9.257632	1.705472
C519	c	10.67584	-9.794848
C520	c	9.8224	-7.349952
C521	c	-0.223712	-2.855424
C522	c	10.090112	-3.788352
C523	c	0.988544	-8.287552
C524	c	4.07888	-8.101952
C525	c	13.384288	-8.831936
C526	c	9.734432	-9.128192
C527	c	8.223584	-6.469152
C528	c	16.519232	-6.448608
C529	c	10.11136	0.431072
C530	c	11.408576	-3.582816
C531	c	1.22896	-6.268032
C532	c	2.912	-3.447584
C533	c	2.407712	-7.5176
C534	c	4.996256	-6.009888
C535	c	6.860832	-5.773664
C536	c	8.165152	-5.820352
C537	c	3.73888	-7.692896
C538	c	7.042048	1.731296
C539	c	13.559008	-0.938688
C540	c	1.164832	2.056
C541	c	4.85264	-3.516128
C542	c	1.924736	-7.329632
C543	c	11.651456	-9.398816
C544	c	3.942624	-3.702208
C545	c	2.849824	-2.590688
C546	c	15.394624	-6.78704
C547	c	0.713056	-5.849856
C548	c	0.68192	-4.564672
C549	c	0.597056	-8.047104
C550	c	10.579168	-7.466528
C551	c	6.126432	-4.938848
C552	c	16.745376	-3.338464
C553	c	7.531168	-11.109472
C554	c	14.206432	1.86288
C555	c	10.466464	-6.67728
C556	c	12.50448	-4.500064
C557	c	-0.839104	-8.738368
C558	c	5.446592	-4.262368
C559	c	11.490752	0.511136
C560	c	5.874144	-5.208736
C561	c	-0.424832	-8.863456
C562	c	11.820416	-10.71312
C563	c	-0.282688	-3.725024
C564	c	-0.61664	-9.041312
C565	c	5.982624	-4.8304
C566	c	0.014304	1.786592
C567	c	8.138624	-6.032384
C568	c	4.292672	-1.083296
C569	c	-0.243616	1.649952
C570	c	5.175936	0.23008
C571	c	2.358464	-10.718784
C572	c	7.147744	-0.965792
C573	c	11.321824	-2.009952
C574	c	16.515328	-3.462496
C575	c	8.506272	-3.46704
C576	c	3.450464	-10.356704
C577	c	4.071648	-8.10336
C578	c	6.282912	-5.73424
C579	c	2.889952	2.392288
C580	c	2.301728	-7.389056
C581	c	9.079648	-3.263232
C582	c	5.858208	-11.016064
C583	c	14.383904	0.929696
C584	c	5.193152	-10.832544
C585	c	5.626048	-3.340864
C586	c	9.634784	-0.733024
C587	c	3.372384	1.68032
C588	c	10.113888	-8.957184
C589	c	8.623808	-8.44448
C590	c	14.528672	-8.255744
C591	c	14.782368	-7.205888
C592	c	9.798944	-7.278048
C593	c	11.099456	1.928704
C594	c	10.696864	-6.406656
C595	c	5.458048	-2.949376
C596	c	5.24192	-3.28896
C597	c	-1.135968	-7.720576
C598	c	13.413376	-4.980544
C599	c	9.386688	-8.07008
C600	c	1.250944	-9.940416
C601	c	4.47312	-5.32032
C602	c	1.860576	-5.217184
C603	c	7.158848	-1.560832
C604	c	1.071744	-5.654336
C605	c	-1.186272	-7.479072
C606	c	-0.993216	-10.996032
C607	c	16.304288	-6.781984
C608	c	7.631072	-10.47616
C609	c	6.890464	-5.799584
C610	c	7.251808	-8.839616
C611	c	0.785248	2.596768
C612	c	17.083872	-4.045888
C613	c	10.614496	-10.69184
C614	c	17.10736	-4.772096
C615	c	12.012064	1.312384
C616	c	6.296288	-3.393824
C617	c	5.871808	-6.208448
C618	c	0.54064	-11.029824
C619	c	14.097856	-9.00992
C620	c	5.590272	-7.962944
C621	c	1.230848	-1.808256
C622	c	4.1072	-11.229536
C623	c	10.70816	-8.115072
C624	c	3.30864	-2.44224
C625	c	4.965728	-4.538816
C626	c	6.233248	-6.964032
C627	c	0.86656	-11.18992
C628	c	-0.55072	-0.611392
C629	c	9.046816	-1.301216
C630	c	5.639712	-5.58208
C631	c	7.878688	-3.127328
C632	c	8.304768	-8.9968
C633	c	8.970944	-4.68752
C634	c	7.499616	1.580032
C635	c	8.989152	-6.55456
C636	c	-1.442176	-1.373504
C637	c	6.072512	-7.394432
C638	c	7.947872	-5.799232
C639	c	2.5472	0.13424
C640	c	8.0208	-8.462272
C641	c	5.067232	1.365152
C642	c	7.204736	-5.842624
C643	c	11.240256	-6.99296
C644	c	8.028448	-6.408576
C645	c	8.423584	-0.595616
C646	c	9.945408	-3.081824
C647	c	-0.850848	-11.282592
C648	c	5.89968	1.234624
C649	c	2.256704	-4.704352
C650	c	0.552544	-5.188896
C651	c	-1.627712	-1.398656
C652	c	15.246336	-1.352224
C653	c	3.662112	-11.483392
C654	c	4.219136	0.648576
C655	c	8.357504	-7.971616
C656	c	2.264896	1.881472
C657	c	6.950816	-0.90864
C658	c	9.574624	1.423552
C659	c	5.098752	-7.103072
C660	c	13.153952	-3.068512
C661	c	4.160192	-6.892608
C662	c	7.633696	-1.090592
C663	c	11.24768	1.784704
C664	c	4.847872	-2.819808
C665	c	7.222496	-8.901888
C666	c	5.856608	-2.789248
C667	c	4.78336	0.162208
C668	c	4.252928	-6.298528
C669	c	10.853248	-0.556608
C670	c	0.647424	-1.756448
C671	c	16.085696	-5.979424
C672	c	12.80864	-9.366656
C673	c	9.414432	-7.076128
C674	c	2.465216	0.115232
C675	c	-0.17792	-1.167456
C676	c	10.549216	-4.327776
C677	c	6.262368	-3.373792
C678	c	4.365984	-8.628256
C679	c	7.65968	-4.157536
C680	c	12.92656	-7.05456
C681	c	-1.24416	-7.704864
C682	c	10.5104	-8.154464
C683	c	0.741344	-8.765536
C684	c	-1.201888	-1.140448
C685	c	7.077824	-6.030656
C686	c	5.646208	-7.731072
C687	c	13.44928	-4.8192
C688	c	6.0752	-5.24256
C689	c	0.30768	-1.374624
C690	c	13.187488	-5.49248
C691	c	2.63888	-3.903744
C692	c	14.927616	-7.84352
C693	c	3.182144	-5.878048
C694	c	3.132448	-2.293504
C695	c	0.452064	-4.27296
C696	c	7.52736	-4.263968
C697	c	8.172576	-0.324736
C698	c	-1.58064	-11.236832
C699	c	1.812256	-5.614272
C700	c	4.411424	-6.474112
C701	c	1.536704	-5.347552
C702	c	14.269856	-1.627104
C703	c	11.161056	-8.792256
C704	c	6.447424	-11.133568
C705	c	13.20096	-5.1888
C706	c	7.045664	-3.668672
C707	c	6.572512	-5.31456
C708	c	3.945184	-10.51152
C709	c	3.456352	-12.235392
C710	c	5.107104	-9.170464
C711	c	5.120832	2.753504
C712	c	-0.52624	-8.9696
C713	c	2.373344	0.09872
C714	c	5.081888	-10.486656
C715	c	6.249888	-2.787744
C716	c	-0.865344	-11.6328
C717	c	14.195744	-3.121504
C718	c	7.314944	-10.088544
C719	c	8.038336	-0.224576
C720	c	2.635808	-7.813024
C721	c	9.232736	1.810496
C722	c	12.949344	1.696768
C723	c	16.3808	-7.425888
C724	c	2.660032	1.954272
C725	c	15.23296	-5.879264
C726	c	0.944512	-2.701696
C727	c	9.748128	-8.585664
C728	c	10.238144	-0.541376
C729	c	8.988256	-6.46688
C730	c	9.680672	-1.826688
C731	c	9.361856	-3.306176
C732	c	7.991616	-4.5632
C733	c	3.267936	-1.359392
C734	c	7.882464	-3.127168
C735	c	4.5008	-12.276768
C736	c	6.563872	-9.605024
C737	c	1.639328	1.07712
C738	c	-1.491296	-1.179424
C739	c	6.033504	-6.997312
C740	c	3.855968	-6.992896
C741	c	0.343872	-0.16432
C742	c	2.927392	-12.427616
C743	c	10.666464	-6.452704
C744	c	8.172672	-7.209824
C745	c	15.136768	-2.653984
C746	c	14.614912	-1.963488
C747	c	4.722464	0.079968
C748	c	8.115872	-2.420352
C749	c	9.89856	-4.708064
C750	c	6.665792	-5.603296
C751	c	2.541152	0.97536
C752	c	12.991488	-5.868992
C753	c	15.042336	-7.8024
C754	c	2.23072	-7.702496
C755	c	6.204448	-4.66528
C756	c	7.292992	-7.977888
C757	c	3.115264	0.194592
C758	c	-1.089248	-10.742528
C759	c	5.441504	-3.938656
C760	c	10.50704	-7.963424
C761	c	0.724768	-2.169568
C762	c	2.443936	0.890688
C763	c	9.2592	-2.680992
C764	c	8.600128	-7.214272
C765	c	15.842016	-8.170112
C766	c	5.958848	-2.804896
C767	c	0.982656	-1.574112
C768	c	1.096448	-10.455968
C769	c	13.97712	-9.702848
C770	c	12.898016	-10.110048
C771	c	9.385952	-2.908928
C772	c	5.602784	-7.948448
C773	c	4.128352	-5.187808
C774	c	13.752032	-5.296416
C775	c	9.720704	-9.512736
C776	c	14.70352	-6.388352
C777	c	7.491872	-1.402656
C778	c	7.548128	-5.355616
C779	c	10.430656	-3.796992
C780	c	10.706464	-8.18432
C781	c	5.641152	-11.983552
C782	c	3.307584	-6.170624
C783	c	-0.345504	-7.338464
C784	c	9.380608	-11.311968
C785	c	12.515072	1.49168
C786	c	0.809824	-8.321792
C787	c	9.07408	-3.126144
C788	c	12.284544	-9.498592
C789	c	-0.6656	-4.560288
C790	c	14.971392	-6.69264
C791	c	1.829952	-10.230624
C792	c	16.783328	-4.222432
C793	c	12.233632	-3.47776
C794	c	7.397088	-11.498144
C795	c	7.592096	-7.249728
C796	c	9.472672	0.11744
C797	c	8.359648	0.842496
C798	c	1.61776	-2.000128
C799	c	3.26368	-11.49984
C800	c	0.673536	-1.948832
