ID	type	longitude	latitude
C241	c	9.840448	10.092704
C242	c	-2.556736	2.849056
C243	c	-1.06208	3.045344
C244	c	7.24112	4.051936
C245	c	0.03008	11.855264
C246	c	13.422016	4.77504
C247	c	5.250464	6.260256
C248	c	14.585152	7.484128
C249	c	11.939872	8.177664
C250	c	10.802336	7.88944
C251	c	0.863584	6.885728
C252	c	5.39312	6.129344
C253	c	6.1176	6.659712
C254	c	0.00416	5.480544
C255	c	15.292672	4.323168
C256	c	0.961472	2.386112
C257	c	5.48352	5.979968
C258	c	4.60704	4.77984
C259	c	10.918752	5.090976
C260	c	-3.42672	2.581472
C261	c	9.168576	9.558624
C262	c	-2.824576	2.150848
C263	c	12.581376	1.25664
C264	c	9.414496	10.278592
C265	c	-0.64624	7.325792
C266	c	1.698208	6.398976
C267	c	10.194368	1.02304
C268	c	3.936608	4.265184
C269	c	4.268864	5.887168
C270	c	2.781248	9.987904
C271	c	3.42928	5.364512
C272	c	11.534304	9.258336
C273	c	4.579392	1.830048
C274	c	5.468832	6.168768
C275	c	8.555136	9.628128
C276	c	10.75056	8.460832
C277	c	10.81584	6.630016
C278	c	9.057792	3.177024
C279	c	0.06944	-0.839936
C280	c	14.719648	6.36864
C281	c	1.86384	12.201632
C282	c	-1.261856	11.330656
C283	c	0.63824	2.358432
C284	c	-1.388736	5.202944
C285	c	-2.345824	6.40944
C286	c	3.72992	10.40032
C287	c	10.672032	8.432896
C288	c	2.90256	-0.395008
C289	c	0.422944	3.031616
C290	c	5.888064	0.399072
C291	c	-1.92752	-1.038944
C292	c	11.920864	5.186016
C293	c	1.433472	-0.305664
C294	c	1.58816	-2.160832
C295	c	10.86416	0.43088
C296	c	6.577184	7.30128
C297	c	8.829696	1.330752
C298	c	1.856352	2.590048
C299	c	6.442816	3.92416
C300	c	5.559648	4.507392
C301	c	6.638368	4.131424
C302	c	14.959712	7.385056
C303	c	3.15024	5.653248
C304	c	10.16592	10.587744
C305	c	10.042048	3.064096
C306	c	7.847168	4.171616
C307	c	13.836736	7.72896
C308	c	13.090784	8.609504
C309	c	3.63632	-1.613216
C310	c	6.62848	3.989824
C311	c	-3.937344	-1.447872
C312	c	11.426368	1.05904
C313	c	2.57248	7.156064
C314	c	4.288256	10.22272
C315	c	12.350016	5.134464
C316	c	0.58544	7.10784
C317	c	-2.415552	-1.2104
C318	c	4.434912	11.409088
C319	c	4.330272	5.197216
C320	c	11.339296	0.113728
C321	c	10.640768	2.561344
C322	c	5.742368	4.338144
C323	c	3.488736	2.10464
C324	c	-1.95824	5.39296
C325	c	8.923264	7.723264
C326	c	10.8632	9.6304
C327	c	0.557952	10.736992
C328	c	7.068448	3.232096
C329	c	6.846528	4.295168
C330	c	12.836	7.006624
C331	c	13.747168	4.17088
C332	c	7.158784	7.10288
C333	c	-2.875296	1.149344
C334	c	3.057472	-1.921376
C335	c	3.22464	7.078464
C336	c	8.78368	7.939904
C337	c	-2.930112	1.026624
C338	c	4.61232	3.085984
C339	c	-1.873344	7.441632
C340	c	8.23584	4.92752
C341	c	9.178432	0.578784
C342	c	-2.137024	9.818848
C343	c	8.240992	8.57872
C344	c	1.3504	9.090016
C345	c	5.242752	5.97904
C346	c	14.025056	7.817376
C347	c	-0.375296	4.8256
C348	c	1.839296	1.982176
C349	c	5.621184	3.279264
C350	c	4.84688	5.956032
C351	c	3.399104	3.53488
C352	c	11.76944	7.940032
C353	c	7.217632	0.851584
C354	c	12.280192	3.3496
C355	c	10.563296	2.31088
C356	c	2.59248	6.973056
C357	c	14.28208	5.889504
C358	c	14.790496	6.639968
C359	c	0.245376	-0.650272
C360	c	3.59328	4.999424
C361	c	-3.94992	-1.443552
C362	c	9.264352	4.76528
C363	c	3.567808	0.92048
C364	c	2.707136	-0.054976
C365	c	4.246848	3.40912
C366	c	11.04736	0.465856
C367	c	0.972416	-2.145696
C368	c	7.394624	1.918208
C369	c	2.724832	10.829632
C370	c	6.163808	5.670976
C371	c	3.872864	10.78128
C372	c	7.644288	3.859488
C373	c	6.873504	11.212096
C374	c	-1.230048	5.654144
C375	c	5.589408	2.308576
C376	c	0.198688	9.705376
C377	c	5.552832	2.94416
C378	c	6.817472	6.065856
C379	c	7.132288	2.530048
C380	c	6.11232	8.36016
C381	c	7.75248	6.633408
C382	c	12.568512	5.764416
C383	c	2.353472	5.731488
C384	c	3.397504	2.100192
C385	c	-0.648096	5.012608
C386	c	0.645472	5.865792
C387	c	3.952032	6.060384
C388	c	-1.525184	2.40736
C389	c	3.498112	10.614464
C390	c	11.71712	6.262688
C391	c	10.8472	8.940896
C392	c	7.661312	9.899552
C393	c	2.585664	-0.183872
C394	c	-3.195712	5.67536
C395	c	-1.881824	12.526016
C396	c	-3.241152	2.021248
C397	c	2.90224	5.695392
C398	c	1.781632	-0.790208
C399	c	11.613984	4.956832
C400	c	1.456256	7.858496
