ID	type	longitude	latitude
C241	c	9.840448	10.092704
C242	c	-2.556736	2.849056
C243	c	-1.06208	3.045344
C244	c	7.24112	4.051936
C245	c	0.03008	11.855264
C246	c	13.422016	4.77504
C247	c	5.250464	6.260256
C248	c	14.585152	7.484128
C249	c	11.939872	8.177664
C250	c	10.802336	7.88944
C251	c	0.863584	6.885728
C252	c	5.39312	6.129344
C253	c	6.1176	6.659712
C254	c	0.00416	5.480544
C255	c	15.292672	4.323168
C256	c	0.961472	2.386112
C257	c	5.48352	5.979968
C258	c	4.60704	4.77984
C259	c	10.918752	5.090976
C260	c	-3.42672	2.581472
C261	c	9.168576	9.558624
C262	c	-2.824576	2.150848
C263	c	12.581376	1.25664
C264	c	9.414496	10.278592
C265	c	-0.64624	7.325792
C266	c	1.698208	6.398976
C267	c	10.194368	1.02304
C268	c	3.936608	4.265184
C269	c	4.268864	5.887168
C270	c	2.781248	9.987904
C271	c	3.42928	5.364512
C272	c	11.534304	9.258336
C273	c	4.579392	1.830048
C274	c	5.468832	6.168768
C275	c	8.555136	9.628128
C276	c	10.75056	8.460832
C277	c	10.81584	6.630016
C278	c	9.057792	3.177024
C279	c	0.06944	-0.839936
C280	c	14.719648	6.36864
C281	c	1.86384	12.201632
C282	c	-1.261856	11.330656
C283	c	0.63824	2.358432
C284	c	-1.388736	5.202944
C285	c	-2.345824	6.40944
C286	c	3.72992	10.40032
C287	c	10.672032	8.432896
C288	c	2.90256	-0.395008
C289	c	0.422944	3.031616
C290	c	5.888064	0.399072
C291	c	-1.92752	-1.038944
C292	c	11.920864	5.186016
C293	c	1.433472	-0.305664
C294	c	1.58816	-2.160832
C295	c	10.86416	0.43088
C296	c	6.577184	7.30128
C297	c	8.829696	1.330752
C298	c	1.856352	2.590048
C299	c	6.442816	3.92416
C300	c	5.559648	4.507392
C301	c	6.638368	4.131424
C302	c	14.959712	7.385056
C303	c	3.15024	5.653248
C304	c	10.16592	10.587744
C305	c	10.042048	3.064096
C306	c	7.847168	4.171616
C307	c	13.836736	7.72896
C308	c	13.090784	8.609504
C309	c	3.63632	-1.613216
C310	c	6.62848	3.989824
C311	c	-3.937344	-1.447872
C312	c	11.426368	1.05904
C313	c	2.57248	7.156064
C314	c	4.288256	10.22272
C315	c	12.350016	5.134464
C316	c	0.58544	7.10784
C317	c	-2.415552	-1.2104
C318	c	4.434912	11.409088
C319	c	4.330272	5.197216
C320	c	11.339296	0.113728
C321	c	10.640768	2.561344
C322	c	5.742368	4.338144
C323	c	3.488736	2.10464
C324	c	-1.95824	5.39296
C325	c	8.923264	7.723264
C326	c	10.8632	9.6304
C327	c	0.557952	10.736992
C328	c	7.068448	3.232096
C329	c	6.846528	4.295168
C330	c	12.836	7.006624
C331	c	13.747168	4.17088
C332	c	7.158784	7.10288
C333	c	-2.875296	1.149344
C334	c	3.057472	-1.921376
C335	c	3.22464	7.078464
C336	c	8.78368	7.939904
C337	c	-2.930112	1.026624
C338	c	4.61232	3.085984
C339	c	-1.873344	7.441632
C340	c	8.23584	4.92752
C341	c	9.178432	0.578784
C342	c	-2.137024	9.818848
C343	c	8.240992	8.57872
C344	c	1.3504	9.090016
C345	c	5.242752	5.97904
C346	c	14.025056	7.817376
C347	c	-0.375296	4.8256
C348	c	1.839296	1.982176
C349	c	5.621184	3.279264
C350	c	4.84688	5.956032
C351	c	3.399104	3.53488
C352	c	11.76944	7.940032
C353	c	7.217632	0.851584
C354	c	12.280192	3.3496
C355	c	10.563296	2.31088
C356	c	2.59248	6.973056
C357	c	14.28208	5.889504
C358	c	14.790496	6.639968
C359	c	0.245376	-0.650272
C360	c	3.59328	4.999424
C361	c	-3.94992	-1.443552
C362	c	9.264352	4.76528
C363	c	3.567808	0.92048
C364	c	2.707136	-0.054976
C365	c	4.246848	3.40912
C366	c	11.04736	0.465856
C367	c	0.972416	-2.145696
C368	c	7.394624	1.918208
C369	c	2.724832	10.829632
C370	c	6.163808	5.670976
C371	c	3.872864	10.78128
C372	c	7.644288	3.859488
C373	c	6.873504	11.212096
C374	c	-1.230048	5.654144
C375	c	5.589408	2.308576
C376	c	0.198688	9.705376
C377	c	5.552832	2.94416
C378	c	6.817472	6.065856
C379	c	7.132288	2.530048
C380	c	6.11232	8.36016
C381	c	7.75248	6.633408
C382	c	12.568512	5.764416
C383	c	2.353472	5.731488
C384	c	3.397504	2.100192
C385	c	-0.648096	5.012608
C386	c	0.645472	5.865792
C387	c	3.952032	6.060384
C388	c	-1.525184	2.40736
C389	c	3.498112	10.614464
C390	c	11.71712	6.262688
C391	c	10.8472	8.940896
C392	c	7.661312	9.899552
C393	c	2.585664	-0.183872
C394	c	-3.195712	5.67536
C395	c	-1.881824	12.526016
C396	c	-3.241152	2.021248
C397	c	2.90224	5.695392
C398	c	1.781632	-0.790208
C399	c	11.613984	4.956832
C400	c	1.456256	7.858496
C401	c	9.294176	7.845632
C402	c	12.376864	2.574592
C403	c	-0.26928	4.443968
C404	c	12.393952	8.427872
C405	c	14.841632	5.731072
C406	c	10.858976	12.14704
C407	c	2.07904	12.43568
C408	c	-3.041024	-0.749472
C409	c	3.181184	6.711872
C410	c	11.736224	7.1256
C411	c	13.087104	5.29568
C412	c	6.45456	5.322944
C413	c	12.221056	6.896
C414	c	10.134816	9.856064
C415	c	2.954432	8.232704
C416	c	9.37392	1.510656
C417	c	4.587424	4.30432
C418	c	0.834944	4.052768
C419	c	-3.05568	9.146176
C420	c	5.835584	7.259936
C421	c	14.280256	7.035264
C422	c	10.425824	10.005408
C423	c	14.300608	7.011648
C424	c	3.446656	5.33792
C425	c	-2.083168	-0.151136
C426	c	9.78368	11.014272
C427	c	13.090464	10.039872
C428	c	1.282688	7.14048
C429	c	11.983296	6.08144
C430	c	1.205024	3.778848
C431	c	5.958624	5.108992
C432	c	12.343936	11.281184
C433	c	3.070752	6.490336
C434	c	1.207296	4.108736
C435	c	-1.802752	10.320832
C436	c	8.902816	1.362208
C437	c	4.43712	8.771904
C438	c	14.847712	3.59904
C439	c	3.964512	-1.029312
C440	c	-2.658016	9.615104
C441	c	1.5368	11.915168
C442	c	-0.539744	0.028992
C443	c	2.721504	-2.068224
C444	c	6.717504	9.406688
C445	c	6.55616	1.87008
C446	c	12.659168	5.561024
C447	c	8.263488	8.103648
C448	c	-0.579968	9.81408
C449	c	-1.460288	11.598432
C450	c	3.53024	-0.263168
C451	c	-2.914272	2.3664
C452	c	0.4368	10.043616
C453	c	7.743264	12.054176
C454	c	7.74272	4.210464
C455	c	3.076928	13.113056
C456	c	12.44896	12.071072
C457	c	3.69712	9.672128
C458	c	10.553792	5.19136
C459	c	3.892992	-1.440832
C460	c	-1.972256	-1.56112
C461	c	0.12032	0.059872
C462	c	-3.28432	7.208768
C463	c	9.820704	6.641824
C464	c	3.51664	9.50192
C465	c	-3.168064	-1.117792
C466	c	4.568096	7.844128
C467	c	14.129248	5.85024
C468	c	-1.170112	1.506112
C469	c	-1.810048	6.733312
C470	c	8.48928	4.721728
C471	c	1.068416	3.946176
C472	c	1.823264	-0.975648
C473	c	-2.093664	-1.37632
C474	c	5.694528	5.41936
C475	c	11.132576	6.377152
C476	c	4.372736	11.402624
C477	c	-2.292352	1.280704
C478	c	4.285632	4.660832
C479	c	1.97232	0.812864
C480	c	-0.654144	11.065568
C481	c	9.607232	10.230208
C482	c	11.06352	5.002496
C483	c	12.921792	7.440416
C484	c	6.012064	10.142592
C485	c	12.677568	4.261056
C486	c	9.346304	4.634784
C487	c	-2.511872	1.417216
C488	c	1.084704	3.769024
C489	c	-1.80016	-0.7008
C490	c	1.78224	5.6944
C491	c	-0.152352	2.821792
C492	c	8.74752	2.060768
C493	c	-0.686688	9.882432
C494	c	12.177408	5.857984
C495	c	-2.059072	1.582912
C496	c	10.516192	11.46208
C497	c	3.71712	10.508192
C498	c	-1.338528	2.288512
C499	c	5.098432	2.616448
C500	c	5.884	8.616608
C501	c	-1.488768	-1.298528
C502	c	-1.744128	9.240288
C503	c	12.980256	6.844608
C504	c	12.241984	12.07008
C505	c	11.539264	8.270176
C506	c	13.161888	8.668096
C507	c	-0.484512	-0.22384
C508	c	8.463168	3.199424
C509	c	6.72944	10.286816
C510	c	5.393056	5.758592
C511	c	11.086304	1.19952
C512	c	6.227648	5.445184
C513	c	5.797696	5.721088
C514	c	9.605152	8.442528
C515	c	1.48832	2.59152
C516	c	-2.854112	0.689056
C517	c	3.12608	7.139744
C518	c	-1.142112	10.395488
C519	c	9.151232	10.981408
C520	c	8.63216	4.454592
C521	c	0.70928	12.755488
C522	c	-1.962912	-1.513888
C523	c	10.7592	6.24352
C524	c	4.929728	9.495488
C525	c	12.976256	9.380288
C526	c	15.461664	4.404032
C527	c	7.42768	11.936096
C528	c	8.845888	0.435776
C529	c	7.992448	2.880672
C530	c	-2.053664	7.3752
C531	c	8.26016	6.442272
C532	c	-0.841408	1.943072
C533	c	2.248928	2.128672
C534	c	11.554336	1.398688
C535	c	7.90448	1.102432
C536	c	6.393632	3.761472
C537	c	14.68928	3.782016
C538	c	8.281408	10.661696
C539	c	9.578624	6.647808
C540	c	-0.600992	3.962592
C541	c	1.082048	6.78304
C542	c	0.57776	2.713024
C543	c	3.166304	4.220736
C544	c	5.03088	4.45696
C545	c	6.3352	4.410272
C546	c	1.908928	2.537728
C547	c	5.212096	11.96192
C548	c	11.729056	9.291936
C549	c	-0.66512	12.286624
C550	c	3.022688	6.714496
C551	c	0.094784	2.900992
C552	c	9.821504	0.831808
C553	c	2.112672	6.528416
C554	c	1.019872	7.639936
C555	c	13.564672	3.443584
C556	c	-1.116896	4.380768
C557	c	-1.148032	5.665952
C558	c	-1.232896	2.18352
C559	c	8.749216	2.764096
C560	c	4.29648	5.291776
C561	c	14.915424	6.89216
C562	c	5.701216	-0.878848
C563	c	12.37648	12.093504
C564	c	8.636512	3.553344
C565	c	10.674528	5.73056
C566	c	-2.669056	1.492256
C567	c	3.61664	5.968256
C568	c	9.6608	10.74176
C569	c	4.044192	5.021888
C570	c	-2.254784	1.367168
C571	c	9.990464	-0.482496
C572	c	-2.11264	6.5056
C573	c	-2.446592	1.189312
C574	c	4.152672	5.400224
C575	c	-1.815648	12.017216
C576	c	6.308672	4.19824
C577	c	2.46272	9.147328
C578	c	-2.073568	11.880576
C579	c	3.345984	10.460704
C580	c	0.528512	-0.48816
C581	c	5.317792	9.264832
C582	c	9.491872	8.220672
C583	c	14.685376	6.768128
C584	c	6.67632	6.763584
C585	c	1.620512	-0.12608
C586	c	2.241696	2.127264
C587	c	4.45296	4.496384
C588	c	1.06	12.622912
C589	c	0.471776	2.841568
C590	c	7.249696	6.967392
C591	c	4.028256	-0.78544
C592	c	12.553952	11.16032
C593	c	3.3632	-0.60192
C594	c	3.796096	6.88976
C595	c	7.804832	9.4976
C596	c	1.542432	11.910944
C597	c	8.283936	1.27344
C598	c	6.793856	1.786144
C599	c	12.69872	1.97488
C600	c	12.952416	3.024736
